Uid,Sid,Tag,Key,Time,Value,UpdateTime
8268996745,850327815,daily_report,stress,1729814400,"{""stress_scale"":{""relax"":87,""mild"":52,""severe"":0,""moderate"":0},""avg_stress"":23,""min_stress"":8,""max_stress"":44}",1729942403
8268996745,850327815,daily_report,stress,1729900800,"{""stress_scale"":{""moderate"":0,""severe"":0,""relax"":68,""mild"":86},""max_stress"":44,""min_stress"":7,""avg_stress"":27}",1729979847
8268996745,850327815,daily_report,stress,1729987200,"{""min_stress"":12,""avg_stress"":23,""stress_scale"":{""moderate"":0,""severe"":0,""relax"":74,""mild"":45},""max_stress"":41}",1730070033
8268996745,850327815,daily_report,stress,1730073600,"{""max_stress"":42,""min_stress"":12,""avg_stress"":22,""stress_scale"":{""moderate"":0,""mild"":30,""severe"":0,""relax"":79}}",1730155451
8268996745,850327815,daily_report,stress,1730160000,"{""max_stress"":43,""min_stress"":15,""avg_stress"":23,""stress_scale"":{""mild"":30,""relax"":51,""moderate"":0,""severe"":0}}",1730276678
8268996745,850327815,daily_report,stress,1730246400,"{""max_stress"":45,""stress_scale"":{""relax"":82,""mild"":59,""moderate"":0,""severe"":0},""min_stress"":4,""avg_stress"":24}",1730349590
8268996745,850327815,daily_report,stress,1730332800,"{""avg_stress"":22,""stress_scale"":{""moderate"":0,""severe"":0,""mild"":38,""relax"":86},""min_stress"":10,""max_stress"":36}",1730412394
8268996745,850327815,daily_report,stress,1730419200,"{""avg_stress"":26,""max_stress"":46,""stress_scale"":{""severe"":0,""moderate"":0,""relax"":64,""mild"":68},""min_stress"":8}",1730510734
8268996745,850327815,daily_report,stress,1730505600,"{""min_stress"":5,""stress_scale"":{""mild"":75,""relax"":83,""severe"":0,""moderate"":0},""avg_stress"":25,""max_stress"":41}",1730593072
8268996745,850327815,daily_report,stress,1730592000,"{""avg_stress"":23,""stress_scale"":{""moderate"":0,""relax"":85,""severe"":0,""mild"":53},""min_stress"":7,""max_stress"":40}",1730707018
8268996745,850327815,daily_report,stress,1730678400,"{""max_stress"":50,""stress_scale"":{""mild"":46,""severe"":0,""relax"":76,""moderate"":0},""avg_stress"":24,""min_stress"":6}",1730742309
8268996745,850327815,daily_report,stress,1730764800,"{""avg_stress"":24,""min_stress"":3,""stress_scale"":{""mild"":35,""moderate"":0,""severe"":0,""relax"":39},""max_stress"":38}",1730847764
8268996745,850327815,daily_report,stress,1730851200,"{""stress_scale"":{""relax"":58,""mild"":74,""moderate"":0,""severe"":0},""max_stress"":40,""avg_stress"":25,""min_stress"":4}",1730914687
8268996745,850327815,daily_report,stress,1730937600,"{""min_stress"":7,""stress_scale"":{""mild"":65,""relax"":27,""moderate"":0,""severe"":0},""max_stress"":46,""avg_stress"":29}",1731051879
8268996745,850327815,daily_report,stress,1731024000,"{""stress_scale"":{""mild"":66,""moderate"":0,""severe"":0,""relax"":78},""avg_stress"":25,""max_stress"":43,""min_stress"":11}",1731107084
8268996745,850327815,daily_report,stress,1731110400,"{""stress_scale"":{""moderate"":0,""severe"":0,""mild"":39,""relax"":89},""max_stress"":44,""avg_stress"":22,""min_stress"":12}",1731194435
8268996745,850327815,daily_report,stress,1731196800,"{""min_stress"":12,""avg_stress"":24,""stress_scale"":{""mild"":71,""moderate"":0,""relax"":99,""severe"":0},""max_stress"":44}",1731289370
8268996745,850327815,daily_report,stress,1731283200,"{""min_stress"":8,""stress_scale"":{""moderate"":0,""mild"":40,""severe"":0,""relax"":77},""max_stress"":46,""avg_stress"":23}",1731432529
8268996745,850327815,daily_report,stress,1731369600,"{""avg_stress"":33,""min_stress"":29,""max_stress"":38,""stress_scale"":{""moderate"":0,""relax"":0,""severe"":0,""mild"":8}}",1731472136
8268996745,850327815,daily_report,stress,1731456000,"{""max_stress"":44,""min_stress"":12,""stress_scale"":{""moderate"":0,""severe"":0,""mild"":51,""relax"":84},""avg_stress"":24}",1731549606
8268996745,850327815,daily_report,stress,1731542400,"{""min_stress"":7,""max_stress"":42,""avg_stress"":20,""stress_scale"":{""moderate"":0,""relax"":107,""mild"":28,""severe"":0}}",1731646184
8268996745,850327815,daily_report,stress,1731628800,"{""stress_scale"":{""moderate"":0,""mild"":36,""relax"":82,""severe"":0},""max_stress"":44,""min_stress"":10,""avg_stress"":23}",1731686451
8268996745,850327815,daily_report,stress,1731715200,"{""stress_scale"":{""mild"":9,""severe"":0,""moderate"":0,""relax"":0},""min_stress"":36,""avg_stress"":37,""max_stress"":45}",1731884632
8268996745,850327815,daily_report,stress,1731801600,"{""stress_scale"":{""moderate"":0,""mild"":33,""severe"":0,""relax"":1},""max_stress"":44,""avg_stress"":34,""min_stress"":25}",1731884632
8268996745,default,daily_report,valid_stand,1728345600,"{""count"":5}",1728452085
8268996745,default,daily_report,valid_stand,1728432000,"{""count"":12}",1728539150
8268996745,default,daily_report,valid_stand,1728518400,"{""count"":12}",1728626269
8268996745,default,daily_report,valid_stand,1728604800,"{""count"":13}",1728694410
8268996745,default,daily_report,valid_stand,1728691200,"{""count"":13}",1728778132
8268996745,default,daily_report,valid_stand,1728777600,"{""count"":14}",1728857316
8268996745,default,daily_report,valid_stand,1728864000,"{""count"":9}",1728940638
8268996745,default,daily_report,valid_stand,1728950400,"{""count"":14}",1729023512
8268996745,default,daily_report,valid_stand,1729036800,"{""count"":17}",1729114022
8268996745,default,daily_report,valid_stand,1729123200,"{""count"":14}",1729203835
8268996745,default,daily_report,valid_stand,1729209600,"{""count"":5}",1729289505
8268996745,default,daily_report,valid_stand,1729296000,"{""count"":13}",1729379099
8268996745,default,daily_report,valid_stand,1729382400,"{""count"":11}",1729465358
8268996745,default,daily_report,valid_stand,1729468800,"{""count"":16}",1729552672
8268996745,default,daily_report,valid_stand,1729555200,"{""count"":8}",1729634977
8268996745,default,daily_report,valid_stand,1729641600,"{""count"":12}",1729721731
8268996745,default,daily_report,valid_stand,1729728000,"{""count"":11}",1729834370
8268996745,default,daily_report,valid_stand,1729814400,"{""count"":13}",1729942403
8268996745,default,daily_report,valid_stand,1729900800,"{""count"":15}",1729980742
8268996745,default,daily_report,valid_stand,1729987200,"{""count"":13}",1730070033
8268996745,default,daily_report,valid_stand,1730073600,"{""count"":12}",1730157251
8268996745,default,daily_report,valid_stand,1730160000,"{""count"":10}",1730276678
8268996745,default,daily_report,valid_stand,1730246400,"{""count"":15}",1730323423
8268996745,default,daily_report,valid_stand,1730332800,"{""count"":15}",1730452193
8268996745,default,daily_report,valid_stand,1730419200,"{""count"":17}",1730510734
8268996745,default,daily_report,valid_stand,1730505600,"{""count"":17}",1730593072
8268996745,default,daily_report,valid_stand,1730592000,"{""count"":12}",1730707018
8268996745,default,daily_report,valid_stand,1730678400,"{""count"":10}",1730774636
8268996745,default,daily_report,valid_stand,1730764800,"{""count"":5}",1730847764
8268996745,default,daily_report,valid_stand,1730851200,"{""count"":13}",1730927954
8268996745,default,daily_report,valid_stand,1730937600,"{""count"":12}",1731051879
8268996745,default,daily_report,valid_stand,1731024000,"{""count"":15}",1731107084
8268996745,default,daily_report,valid_stand,1731110400,"{""count"":16}",1731194435
8268996745,default,daily_report,valid_stand,1731196800,"{""count"":13}",1731289370
8268996745,default,daily_report,valid_stand,1731283200,"{""count"":12}",1731432529
8268996745,default,daily_report,valid_stand,1731369600,"{""count"":4}",1731472136
8268996745,default,daily_report,valid_stand,1731456000,"{""count"":10}",1731549606
8268996745,default,daily_report,valid_stand,1731542400,"{""count"":9}",1731646184
8268996745,default,daily_report,valid_stand,1731628800,"{""count"":8}",1731688874
8268996745,default,daily_report,valid_stand,1731715200,"{""count"":6}",1731884632
8268996745,default,daily_report,valid_stand,1731801600,"{""count"":8}",1731884632
8268996745,default,daily_report,steps,1728345600,"{""calories"":150,""distance"":547,""steps"":1559,""goal"":6000}",1728452085
8268996745,default,daily_report,steps,1728432000,"{""calories"":456,""goal"":6000,""steps"":9763,""distance"":8055}",1728539150
8268996745,default,daily_report,steps,1728518400,"{""goal"":6000,""distance"":4420,""steps"":5729,""calories"":357}",1728626269
8268996745,default,daily_report,steps,1728604800,"{""steps"":13997,""calories"":354,""distance"":8955,""goal"":6000}",1728694410
8268996745,default,daily_report,steps,1728691200,"{""goal"":6000,""calories"":417,""distance"":6588,""steps"":10286}",1728768041
8268996745,default,daily_report,steps,1728777600,"{""goal"":6000,""calories"":233,""distance"":4413,""steps"":6897}",1728851016
8268996745,default,daily_report,steps,1728864000,"{""distance"":5968,""goal"":6000,""calories"":484,""steps"":10271}",1728973646
8268996745,default,daily_report,steps,1728950400,"{""calories"":216,""steps"":5297,""goal"":6000,""distance"":3339}",1729037432
8268996745,default,daily_report,steps,1729036800,"{""calories"":654,""steps"":14919,""distance"":11290,""goal"":6000}",1729145382
8268996745,default,daily_report,steps,1729123200,"{""goal"":6000,""calories"":133,""steps"":2682,""distance"":1666}",1729203835
8268996745,default,daily_report,steps,1729209600,"{""calories"":392,""goal"":6000,""distance"":4233,""steps"":6671}",1729288612
8268996745,default,daily_report,steps,1729296000,"{""steps"":11459,""goal"":6000,""distance"":7334,""calories"":374}",1729379099
8268996745,default,daily_report,steps,1729382400,"{""goal"":6000,""distance"":4251,""steps"":6635,""calories"":215}",1729453181
8268996745,default,daily_report,steps,1729468800,"{""steps"":12621,""calories"":361,""goal"":6000,""distance"":8051}",1729547028
8268996745,default,daily_report,steps,1729555200,"{""goal"":6000,""steps"":3212,""distance"":2004,""calories"":162}",1729634077
8268996745,default,daily_report,steps,1729641600,"{""calories"":209,""goal"":6000,""steps"":4109,""distance"":2595}",1729717904
8268996745,default,daily_report,steps,1729728000,"{""steps"":6558,""goal"":6000,""distance"":4183,""calories"":211}",1729834370
8268996745,default,daily_report,steps,1729814400,"{""calories"":503,""distance"":5906,""steps"":9382,""goal"":6000}",1729942403
8268996745,default,daily_report,steps,1729900800,"{""calories"":181,""goal"":6000,""distance"":3130,""steps"":4908}",1729979847
8268996745,default,daily_report,steps,1729987200,"{""calories"":205,""goal"":6000,""distance"":5199,""steps"":8137}",1730067333
8268996745,default,daily_report,steps,1730073600,"{""distance"":5168,""calories"":247,""goal"":6000,""steps"":8065}",1730154552
8268996745,default,daily_report,steps,1730160000,"{""distance"":2227,""goal"":6000,""calories"":153,""steps"":3523}",1730276678
8268996745,default,daily_report,steps,1730246400,"{""distance"":5962,""calories"":320,""steps"":9559,""goal"":6000}",1730323423
8268996745,default,daily_report,steps,1730332800,"{""steps"":13041,""calories"":334,""distance"":8336,""goal"":6000}",1730452193
8268996745,default,daily_report,steps,1730419200,"{""steps"":9267,""goal"":6000,""distance"":5934,""calories"":329}",1730510734
8268996745,default,daily_report,steps,1730505600,"{""steps"":7138,""goal"":6000,""calories"":263,""distance"":4561}",1730593072
8268996745,default,daily_report,steps,1730592000,"{""goal"":6000,""distance"":5487,""steps"":8564,""calories"":179}",1730707018
8268996745,default,daily_report,steps,1730678400,"{""steps"":5867,""goal"":6000,""calories"":171,""distance"":3754}",1730742309
8268996745,default,daily_report,steps,1730764800,"{""steps"":2894,""calories"":93,""distance"":1848,""goal"":6000}",1730847764
8268996745,default,daily_report,steps,1730851200,"{""distance"":4916,""steps"":7679,""calories"":229,""goal"":6000}",1730913789
8268996745,default,daily_report,steps,1730937600,"{""steps"":4041,""goal"":6000,""calories"":115,""distance"":2589}",1731016630
8268996745,default,daily_report,steps,1731024000,"{""distance"":3495,""calories"":193,""goal"":6000,""steps"":5455}",1731102585
8268996745,default,daily_report,steps,1731110400,"{""calories"":313,""distance"":7112,""steps"":11097,""goal"":6000}",1731189612
8268996745,default,daily_report,steps,1731196800,"{""goal"":6000,""steps"":6033,""calories"":203,""distance"":3863}",1731274961
8268996745,default,daily_report,steps,1731283200,"{""calories"":157,""steps"":6425,""distance"":4110,""goal"":6000}",1731432529
8268996745,default,daily_report,steps,1731369600,"{""goal"":6000,""steps"":1699,""calories"":149,""distance"":580}",1731451437
8268996745,default,daily_report,steps,1731456000,"{""steps"":6149,""distance"":3939,""calories"":179,""goal"":6000}",1731535208
8268996745,default,daily_report,steps,1731542400,"{""distance"":957,""calories"":101,""goal"":6000,""steps"":1550}",1731646184
8268996745,default,daily_report,steps,1731628800,"{""distance"":2715,""calories"":127,""steps"":4256,""goal"":6000}",1731688874
8268996745,default,daily_report,steps,1731715200,"{""calories"":422,""goal"":6000,""steps"":9207,""distance"":5834}",1731884632
8268996745,default,daily_report,steps,1731801600,"{""distance"":1583,""calories"":77,""steps"":2471,""goal"":6000}",1731884632
8268996745,default,daily_report,spo2,1728345600,"{""latest_spo2"":{""spo2"":97,""time"":1728431880},""min_spo2"":95,""lack_spo2_count"":0,""max_spo2"":99,""avg_spo2"":97}",1728452085
8268996745,default,daily_report,spo2,1728432000,"{""latest_spo2"":{""time"":1728517680,""spo2"":94},""min_spo2"":91,""avg_spo2"":97,""lack_spo2_count"":0,""max_spo2"":99}",1728539150
8268996745,default,daily_report,spo2,1728518400,"{""latest_spo2"":{""time"":1728604680,""spo2"":98},""max_spo2"":99,""lack_spo2_count"":0,""avg_spo2"":97,""min_spo2"":93}",1728626269
8268996745,default,daily_report,spo2,1728604800,"{""min_spo2"":90,""lack_spo2_count"":0,""latest_spo2"":{""spo2"":98,""time"":1728689280},""max_spo2"":99,""avg_spo2"":97}",1728694410
8268996745,default,daily_report,spo2,1728691200,"{""latest_spo2"":{""spo2"":99,""time"":1728777480},""min_spo2"":90,""max_spo2"":100,""lack_spo2_count"":0,""avg_spo2"":96}",1728778132
8268996745,default,daily_report,spo2,1728777600,"{""min_spo2"":92,""lack_spo2_count"":0,""max_spo2"":99,""latest_spo2"":{""time"":1728863820,""spo2"":93},""avg_spo2"":96}",1728857316
8268996745,default,daily_report,spo2,1728864000,"{""lack_spo2_count"":0,""min_spo2"":90,""avg_spo2"":96,""max_spo2"":100,""latest_spo2"":{""time"":1728949200,""spo2"":98}}",1728973646
8268996745,default,daily_report,spo2,1728950400,"{""max_spo2"":100,""latest_spo2"":{""time"":1729036200,""spo2"":98},""lack_spo2_count"":0,""min_spo2"":94,""avg_spo2"":97}",1729037432
8268996745,default,daily_report,spo2,1729036800,"{""max_spo2"":99,""avg_spo2"":96,""min_spo2"":92,""latest_spo2"":{""time"":1729120740,""spo2"":96},""lack_spo2_count"":0}",1729114022
8268996745,default,daily_report,spo2,1729123200,"{""avg_spo2"":97,""latest_spo2"":{""time"":1729208400,""spo2"":95},""min_spo2"":94,""lack_spo2_count"":0,""max_spo2"":100}",1729202034
8268996745,default,daily_report,spo2,1729209600,"{""avg_spo2"":97,""lack_spo2_count"":0,""latest_spo2"":{""time"":1729295580,""spo2"":95},""min_spo2"":93,""max_spo2"":100}",1729288612
8268996745,default,daily_report,spo2,1729296000,"{""min_spo2"":94,""avg_spo2"":97,""latest_spo2"":{""spo2"":95,""time"":1729373220},""lack_spo2_count"":0,""max_spo2"":99}",1729366958
8268996745,default,daily_report,spo2,1729382400,"{""lack_spo2_count"":0,""latest_spo2"":{""spo2"":95,""time"":1729468320},""max_spo2"":100,""avg_spo2"":97,""min_spo2"":91}",1729465358
8268996745,default,daily_report,spo2,1729468800,"{""min_spo2"":91,""latest_spo2"":{""spo2"":95,""time"":1729554480},""max_spo2"":100,""avg_spo2"":96,""lack_spo2_count"":0}",1729547925
8268996745,default,daily_report,spo2,1729555200,"{""lack_spo2_count"":0,""latest_spo2"":{""time"":1729641120,""spo2"":99},""max_spo2"":99,""min_spo2"":93,""avg_spo2"":97}",1729634077
8268996745,default,daily_report,spo2,1729641600,"{""lack_spo2_count"":0,""max_spo2"":99,""latest_spo2"":{""time"":1729727700,""spo2"":97},""avg_spo2"":97,""min_spo2"":91}",1729720603
8268996745,default,daily_report,spo2,1729728000,"{""latest_spo2"":{""time"":1729813320,""spo2"":97},""avg_spo2"":96,""min_spo2"":93,""lack_spo2_count"":0,""max_spo2"":100}",1729834370
8268996745,default,daily_report,spo2,1729814400,"{""min_spo2"":90,""lack_spo2_count"":0,""latest_spo2"":{""spo2"":99,""time"":1729900320},""avg_spo2"":97,""max_spo2"":99}",1729942403
8268996745,default,daily_report,spo2,1729900800,"{""max_spo2"":100,""avg_spo2"":96,""min_spo2"":92,""latest_spo2"":{""time"":1729986060,""spo2"":95},""lack_spo2_count"":0}",1729978943
8268996745,default,daily_report,spo2,1729987200,"{""avg_spo2"":97,""min_spo2"":95,""max_spo2"":100,""lack_spo2_count"":0,""latest_spo2"":{""time"":1730070660,""spo2"":96}}",1730067333
8268996745,default,daily_report,spo2,1730073600,"{""min_spo2"":95,""max_spo2"":99,""avg_spo2"":97,""lack_spo2_count"":0,""latest_spo2"":{""spo2"":97,""time"":1730159520}}",1730156352
8268996745,default,daily_report,spo2,1730160000,"{""max_spo2"":100,""min_spo2"":95,""lack_spo2_count"":0,""avg_spo2"":97,""latest_spo2"":{""spo2"":95,""time"":1730245860}}",1730276678
8268996745,default,daily_report,spo2,1730246400,"{""avg_spo2"":97,""lack_spo2_count"":0,""min_spo2"":90,""latest_spo2"":{""time"":1730328120,""spo2"":97},""max_spo2"":100}",1730326160
8268996745,default,daily_report,spo2,1730332800,"{""max_spo2"":100,""lack_spo2_count"":0,""avg_spo2"":97,""min_spo2"":95,""latest_spo2"":{""spo2"":95,""time"":1730416860}}",1730452193
8268996745,default,daily_report,spo2,1730419200,"{""latest_spo2"":{""time"":1730505000,""spo2"":95},""lack_spo2_count"":0,""avg_spo2"":97,""max_spo2"":99,""min_spo2"":91}",1730510734
8268996745,default,daily_report,spo2,1730505600,"{""max_spo2"":99,""lack_spo2_count"":0,""min_spo2"":92,""avg_spo2"":96,""latest_spo2"":{""time"":1730586360,""spo2"":95}}",1730593072
8268996745,default,daily_report,spo2,1730592000,"{""max_spo2"":100,""avg_spo2"":97,""lack_spo2_count"":0,""latest_spo2"":{""time"":1730673540,""spo2"":98},""min_spo2"":92}",1730707018
8268996745,default,daily_report,spo2,1730678400,"{""avg_spo2"":97,""min_spo2"":92,""max_spo2"":99,""lack_spo2_count"":0,""latest_spo2"":{""spo2"":96,""time"":1730744400}}",1730742309
8268996745,default,daily_report,spo2,1730764800,"{""latest_spo2"":{""spo2"":97,""time"":1730850060},""min_spo2"":91,""avg_spo2"":97,""max_spo2"":99,""lack_spo2_count"":0}",1730847764
8268996745,default,daily_report,spo2,1730851200,"{""avg_spo2"":96,""min_spo2"":92,""max_spo2"":99,""lack_spo2_count"":0,""latest_spo2"":{""spo2"":97,""time"":1730915280}}",1730912887
8268996745,default,daily_report,spo2,1730937600,"{""latest_spo2"":{""spo2"":97,""time"":1731023820},""min_spo2"":93,""lack_spo2_count"":0,""max_spo2"":99,""avg_spo2"":97}",1731051879
8268996745,default,daily_report,spo2,1731024000,"{""min_spo2"":93,""lack_spo2_count"":0,""latest_spo2"":{""spo2"":97,""time"":1731110220},""avg_spo2"":97,""max_spo2"":99}",1731107084
8268996745,default,daily_report,spo2,1731110400,"{""min_spo2"":94,""lack_spo2_count"":0,""latest_spo2"":{""time"":1731196620,""spo2"":94},""avg_spo2"":97,""max_spo2"":99}",1731194435
8268996745,default,daily_report,spo2,1731196800,"{""latest_spo2"":{""time"":1731282060,""spo2"":93},""avg_spo2"":97,""max_spo2"":100,""lack_spo2_count"":0,""min_spo2"":93}",1731289370
8268996745,default,daily_report,spo2,1731283200,"{""max_spo2"":99,""min_spo2"":91,""latest_spo2"":{""spo2"":96,""time"":1731351780},""lack_spo2_count"":0,""avg_spo2"":96}",1731432529
8268996745,default,daily_report,spo2,1731369600,"{""max_spo2"":98,""lack_spo2_count"":0,""latest_spo2"":{""time"":1731455460,""spo2"":95},""avg_spo2"":97,""min_spo2"":95}",1731472136
8268996745,default,daily_report,spo2,1731456000,"{""avg_spo2"":96,""min_spo2"":92,""latest_spo2"":{""time"":1731538980,""spo2"":97},""lack_spo2_count"":0,""max_spo2"":99}",1731549606
8268996745,default,daily_report,spo2,1731542400,"{""latest_spo2"":{""spo2"":99,""time"":1731625920},""avg_spo2"":97,""min_spo2"":93,""max_spo2"":99,""lack_spo2_count"":0}",1731646184
8268996745,default,daily_report,spo2,1731628800,"{""min_spo2"":95,""avg_spo2"":97,""max_spo2"":99,""lack_spo2_count"":0,""latest_spo2"":{""time"":1731691140,""spo2"":98}}",1731688874
8268996745,default,daily_report,spo2,1731715200,"{""avg_spo2"":96,""lack_spo2_count"":0,""latest_spo2"":{""time"":1731781440,""spo2"":95},""max_spo2"":98,""min_spo2"":95}",1731884632
8268996745,default,daily_report,spo2,1731801600,"{""max_spo2"":99,""latest_spo2"":{""spo2"":97,""time"":1731887640},""min_spo2"":93,""lack_spo2_count"":0,""avg_spo2"":96}",1731884632
8268996745,default,daily_report,sleep,1728432000,"{""sleep_light_duration"":185,""total_snore"":0,""total_body_move"":0,""awake_count"":0,""sleep_awake_duration"":0,""sleep_nap_duration"":38,""day_sleep_evaluation"":0,""max_hr"":90,""sleep_deep_duration"":106,""sleep_rem_duration"":120,""avg_spo2"":98,""total_turn_over"":0,""max_spo2"":99,""sleep_trace_duration"":0,""min_spo2"":95,""long_sleep_evaluation"":3,""total_long_duration"":411,""min_hr"":47,""total_snore_disturb"":0,""avg_hr"":60,""segment_details"":[{""sleep_light_duration"":185,""sleep_deep_duration"":106,""awake_count"":0,""timezone"":8,""sleep_rem_duration"":120,""sleep_awake_duration"":0,""avg_hr"":56,""wake_up_time"":1728450420,""min_spo2"":95,""min_hr"":47,""avg_spo2"":97,""bedtime"":1728425760,""max_hr"":90,""duration"":411,""max_spo2"":99},{""sleep_awake_duration"":0,""sleep_rem_duration"":0,""min_spo2"":97,""wake_up_time"":1728483120,""max_spo2"":99,""max_hr"":71,""bedtime"":1728480840,""sleep_deep_duration"":0,""min_hr"":59,""avg_spo2"":98,""avg_hr"":64,""awake_count"":0,""timezone"":8,""duration"":38,""sleep_light_duration"":0}],""sleep_score"":82,""sleep_manually_duration"":0,""total_duration"":449,""breath_quality"":0}",1728486783
8268996745,default,daily_report,sleep,1728518400,"{""min_hr"":47,""total_snore_disturb"":0,""breath_quality"":0,""max_spo2"":99,""avg_hr"":54,""sleep_awake_duration"":0,""segment_details"":[{""max_hr"":82,""sleep_rem_duration"":0,""duration"":167,""bedtime"":1728508860,""avg_hr"":56,""min_spo2"":94,""sleep_light_duration"":0,""max_spo2"":98,""sleep_awake_duration"":0,""awake_count"":0,""timezone"":8,""min_hr"":48,""avg_spo2"":97,""sleep_deep_duration"":0,""wake_up_time"":1728518880},{""min_spo2"":96,""sleep_rem_duration"":0,""duration"":172,""sleep_light_duration"":0,""wake_up_time"":1728532860,""max_hr"":71,""sleep_deep_duration"":0,""bedtime"":1728522540,""max_spo2"":99,""avg_spo2"":98,""min_hr"":47,""awake_count"":0,""avg_hr"":54,""timezone"":8,""sleep_awake_duration"":0},{""avg_spo2"":98,""sleep_deep_duration"":0,""duration"":86,""awake_count"":0,""sleep_light_duration"":0,""timezone"":8,""wake_up_time"":1728546600,""avg_hr"":51,""min_hr"":48,""min_spo2"":96,""max_spo2"":99,""bedtime"":1728541440,""max_hr"":58,""sleep_awake_duration"":0,""sleep_rem_duration"":0}],""sleep_light_duration"":0,""sleep_nap_duration"":425,""sleep_trace_duration"":0,""long_sleep_evaluation"":0,""total_turn_over"":0,""avg_spo2"":98,""sleep_manually_duration"":0,""sleep_deep_duration"":0,""sleep_score"":40,""day_sleep_evaluation"":5,""total_duration"":425,""min_spo2"":94,""total_long_duration"":0,""max_hr"":82,""awake_count"":0,""total_snore"":0,""total_body_move"":0,""sleep_rem_duration"":0}",1728551354
8268996745,default,daily_report,sleep,1728604800,"{""day_sleep_evaluation"":0,""sleep_manually_duration"":0,""total_duration"":502,""total_snore"":0,""min_hr"":42,""total_snore_disturb"":0,""total_long_duration"":502,""sleep_awake_duration"":25,""awake_count"":1,""max_hr"":92,""total_body_move"":0,""sleep_deep_duration"":170,""sleep_rem_duration"":106,""segment_details"":[{""min_spo2"":90,""sleep_awake_duration"":25,""min_hr"":42,""wake_up_time"":1728628200,""avg_spo2"":97,""avg_hr"":52,""sleep_deep_duration"":170,""sleep_rem_duration"":106,""timezone"":8,""max_hr"":92,""duration"":502,""sleep_light_duration"":226,""max_spo2"":99,""awake_count"":1,""bedtime"":1728596580}],""long_sleep_evaluation"":26,""sleep_light_duration"":226,""avg_spo2"":97,""total_turn_over"":0,""max_spo2"":99,""sleep_nap_duration"":0,""sleep_score"":89,""avg_hr"":52,""sleep_trace_duration"":0,""breath_quality"":0,""min_spo2"":90}",1728633732
